World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
301-400,UnitedKingdom,University of East Anglia,null,27.1,65.7,81.6,23.6,0
301-400,Germany,University of Giessen,null,27.2,68.8,71,24.3,0
301-400,Spain,University of Girona,null,28,71.8,76.9,23.6,0
301-400,Spain,University of Granada,null,37.8,63.6,70.7,16.2,0
301-400,Austria,University of Graz,null,28.1,65.1,85,20.5,0
301-400,Germany,University of Halle-Wittenberg,null,35,60.8,71.8,23,0
301-400,Germany,University of Hamburg,null,35.8,62.7,73.9,26.4,0
301-400,Finland,University of Helsinki,null,38.9,63.6,84.4,20.1,0
301-400,UnitedStates,University of Kansas,null,33.1,64.2,59.4,22.3,0
301-400,Germany,University of Kiel,null,31.1,66.3,68.7,25.5,0
301-400,Germany,University of Konstanz,null,26.1,64.2,74.2,34.1,0
301-400,Germany,University of Leipzig,null,36.8,58.9,71.9,27.6,0
301-400,France,"University of LorraineAdded on September 15, 2018",null,44.2,58.3,79.7,18,0
301-400,Italy,University of Milan - Bicocca,null,29.6,66.5,73.2,22.3,0
301-400,Malaysia,University of Malaya,null,51.5,58.3,77.3,7.9,0
301-400,Canada,University of Montreal,null,36.8,63,67.8,21.6,0
301-400,Belgium,University of Mons,null,27.4,71.8,89.1,16.7,0
301-400,UnitedStates,University of North Texas,null,29.3,63.3,76.7,24.9,0
301-400,France,University of Nantes,null,34.3,66.5,72.1,15.7,0
301-400,Norway,University of Oslo,null,35.9,62.7,85,17.6,0
301-400,UnitedStates,University of Oregon,null,20.8,77.7,51.4,30,0
301-400,France,University of Pau & Pays Adour,null,25.6,69.6,80.4,20.8,0
301-400,France,University of Paris Descartes (Paris 5),null,36.1,61.5,70.4,23.6,0
301-400,Portugal,University of Porto,null,50.9,61.5,73.3,11.1,0
301-400,Italy,University of Perugia,null,35.2,68.2,74.4,13.6,0
301-400,Italy,University of Roma - Tor Vergata,null,32.3,65.4,74.3,18.5,0
301-400,Germany,University of Potsdam,null,31.6,65.7,70.7,21.9,0
301-400,Australia,University of South Australia,null,29.2,71,79.1,13.6,0
301-400,Italy,University of Salerno,null,31.8,66.8,66.8,18.5,0
301-400,UnitedKingdom,University of Sussex,null,18.3,60.8,78,17.6,27.5
301-400,UnitedKingdom,University of Strathclyde,null,34.5,62.7,71.8,24.6,0
301-400,Italy,University of Trieste,null,31.5,67.4,85.4,23.6,0
301-400,Australia,University of Technology Sydney,null,24.3,83.1,83.3,6.8,0
301-400,France,University of Versailles Saint-Quentin-en-Yvelines,null,28.9,71,82.1,19.3,0
301-400,Germany,University of Tuebingen,null,34.3,57.6,75,28.9,0
301-400,Netherlands,University of Wageningen,null,37.8,69.1,75.6,16.7,0
301-400,Spain,University of Vigo,null,34.7,63,75,19.7,0
301-400,Austria,Vienna University of Technology,null,36.8,63.6,83.5,20.5,0
301-400,UnitedStates,University of Wisconsin-Milwaukee,null,22.2,84.3,63.1,13.1,0
301-400,UnitedStates,Washington State University,null,35.8,68.8,65,16.7,0
301-400,UnitedStates,Virginia Polytechnic Institute and State University,null,36.2,67.1,58.7,23.3,0
301-400,UnitedStates,West Virginia University,null,24.4,77.2,63.6,16.2,0
301-400,UnitedStates,Wayne State University,null,29.9,63.9,57.1,24.6,0
301-400,China,Xiangtan University,null,42,66,39.5,15.7,0
301-400,Canada,Western University,null,35.9,63.6,64.8,19.3,0
301-400,China,Zhejiang Sci-Tech University,null,34.2,68.8,52.2,17.6,0
301-400,China,Zhejiang Normal University,null,35.2,74.6,41.7,13.1,0
401-500,China,Anhui University,null,36.4,66.5,35.8,15.2,0
301-400,China,Zhejiang University of Technology,null,49.9,60.2,41.6,17.2,0
401-500,China,Beijing University of Technology,null,35.1,65.7,47.9,16.2,0
401-500,Israel,Bar-Ilan University,null,28.4,69.3,72.9,16.7,0
401-500,Turkey,Bilkent University,null,22.2,73.6,69.3,13.1,0
401-500,Germany,Bielefeld University,null,25.5,61.8,74.6,26.4,0
401-500,Hungary,Budapest University of Technology and Economics,null,34.8,58.3,71.7,19.3,0
401-500,UnitedStates,Brandeis University,null,17.8,73.4,57.1,25.2,0
401-500,Germany,Chemnitz University of Technology,null,28.2,67.4,73.8,14.7,0
401-500,China,Changzhou University,null,39.5,63,35.9,13.1,0
401-500,China,China Agricultural University,null,44.8,58.6,45.5,13.6,0
401-500,Japan,Chiba University,null,35.2,55.6,51.5,22.6,0
401-500,SouthKorea,Chonbuk National University,null,43.2,61.5,65.6,7.9,0
401-500,China,China Pharmaceutical University,null,46.7,58.6,38,11.8,0
401-500,UnitedStates,Colorado School of Mines,null,28.1,71.8,61.6,13.6,0
401-500,SouthKorea,Chungnam National University,null,44.8,54.9,53.1,17.2,0
401-500,France,Ecole Normale Superieure - Paris,null,26.1,60.2,80.6,26.7,0
401-500,SouthKorea,Daegu Gyeongbuk Institute of Science & Technology,null,24.2,72.3,59,15.2,0
401-500,UnitedStates,Florida International University,null,24.3,69.6,72.2,12.5,0
401-500,France,Ecole Polytechnique,null,27.5,62.7,71.7,23,0
401-500,China,Harbin Engineering University,null,33.8,74.4,39.2,7.9,0
401-500,UnitedStates,Georgetown University,null,19.3,66.3,66.8,25.2,0
401-500,UnitedKingdom,Heriot-Watt University,null,25.5,64.8,73.1,22.3,0
401-500,China,Heilongjiang University,null,34.1,72,33.3,12.5,0
401-500,India,Indian Institute of Technology Kharagpur,null,47.1,59.6,45.6,9.6,0
401-500,India,Indian Institute of Science Education & Research (IISER) - Pune,null,25.1,73.1,43.5,18,0
401-500,UnitedStates,Indiana University-Purdue University at Indianapolis,null,21.3,70.7,64.3,19.7,0
401-500,India,Indian Institute of Technology Madras,null,41.7,58.9,42.9,14.2,0
401-500,France,INSA Lyon,null,34.8,59.3,69.2,16.2,0
401-500,SouthKorea,INHA University,null,44.2,59.3,50.5,11.8,0
401-500,China,Jinan University,null,39.7,66.3,39.4,10.4,0
401-500,China,Jiangxi Normal University,null,33.5,71.5,34.8,12.5,0
401-500,Japan,Keio University,null,34.1,53.9,46.7,25.8,0
401-500,Austria,Johannes Kepler University Linz,null,25.1,65.4,81.4,15.7,0
401-500,SouthKorea,Kyungpook National University,null,44.1,55.3,55.3,11.1,0
401-500,SouthKorea,Konkuk University,null,40.8,59.9,50.6,14.2,0
401-500,China,Nanchang University,null,43.2,70.7,44.9,3.9,0
401-500,UnitedStates,Lehigh University,null,23.7,69.1,68.4,21.2,0
401-500,China-Taiwan,National Cheng Kung University,null,43.6,57,47.9,12.5,0
401-500,Mexico,National Autonomous University of Mexico,null,53.8,47.5,62.8,12.5,0
401-500,China,Northwestern Polytechnical University,null,45.7,65.1,44.6,8.8,0
401-500,Ireland,"National University of Ireland, Galway",null,22.6,69.9,88.8,13.1,0
401-500,Russia,Novosibirsk State University,null,48.4,49.8,58.3,18,0
401-500,Norway,Norwegian University of Science and Technology - NTNU,null,36.2,61.2,82,12.5,0
401-500,UnitedStates,Old Dominion University,null,17.4,82.4,76.4,5.6,0
401-500,China,Ocean University of China,null,39.5,64.2,41.1,14.2,0
401-500,Czech,Palack? University,null,31.7,65.4,77.8,11.8,0
401-500,Japan,Osaka Prefecture University,null,33.6,57.6,45.2,23,0
401-500,Qatar,Qatar University,null,22,70.4,99.3,9.6,0
401-500,Italy,Polytechnic University of Turin,null,31.7,68.8,67.9,6.8,0
401-500,Russia,Saint Petersburg State University,null,50.3,47.1,64.1,18,0
401-500,China,Renmin University of China,null,24.2,71.8,43.4,16.7,0
401-500,China,Shanxi University,null,35.1,65.4,41.1,17.6,0
401-500,China,Shanghai Normal University,null,27.5,70.4,43,15.7,0
401-500,China,South China Normal University,null,40,64.5,44.5,7.9,0
401-500,Canada,Simon Fraser University,null,25.2,61.5,64.8,24.9,0
401-500,NewZealand,The University of Auckland,null,33.1,67.1,78.4,13.1,0
401-500,UnitedStates,Temple University,null,25.4,63.3,59.3,24,0
401-500,UnitedStates,Tufts University,null,24.4,70.7,60.8,20.8,0
401-500,UnitedKingdom,The University of Reading,null,28.3,66,86.3,16.7,0
401-500,Spain,University of Alicante,null,34.1,70.2,73.5,9.6,0
401-500,Belgium,Universit? libre de Bruxelles (ULB),null,28.9,62.4,85.7,14.7,0
401-500,France,University of Burgundy,null,31.2,66.5,79.7,15.7,0
401-500,Germany,University of Bremen,null,29.8,60.8,82.4,15.2,0
401-500,UnitedStates,University of Central Florida,null,27.4,67.4,73.8,17.2,0
401-500,Italy,University of Calabria,null,33.1,64.2,72.5,11.8,0
401-500,UnitedStates,University of Cincinnati,null,28.6,67.1,58.5,15.2,0
401-500,Czech,"University of Chemistry & Technology, Prague",null,41.9,55.6,64.8,14.2,0
401-500,China,University of Electronic Science and Technology of China,null,37.3,64.5,58.7,8.8,0
401-500,Portugal,University of Coimbra,null,40.4,56.6,79.7,11.1,0
401-500,Sweden,University of Gothenburg,null,26.3,59.9,80.2,18.9,0
401-500,Switzerland,University of Fribourg,null,22.4,69.6,84.6,15.7,0
401-500,UnitedKingdom,University of Hull,null,23.7,66,89.8,15.7,0
401-500,Germany,University of Hannover,null,29.4,59.3,73.2,25.8,0
401-500,Austria,University of Innsbruck,null,32.2,54.9,82.6,24.9,0
401-500,UnitedStates,University of Idaho,null,20,72,59,20.1,0
401-500,China,University of Jinan,null,44.7,71.2,33.5,6.8,0
401-500,Greece,University of Ioannina,null,27.5,65.7,81.6,11.1,0
401-500,UnitedStates,University of Kentucky,null,32.2,62.7,64.5,21.2,0
401-500,Germany,University of Kaiserslautern,null,25.8,65.4,59.5,24,0
401-500,Ireland,University of Limerick,null,22.7,72.8,85.1,15.2,0
401-500,Belgium,University of Liege,null,31.3,64.5,85.2,14.2,0
401-500,Spain,University of Malaga,null,27.4,63.6,74.5,19.3,0
401-500,Slovenia,University of Ljubljana,null,40.2,56.3,74.7,16.7,0
401-500,Portugal,University of Minho,null,34,63.9,74.5,7.9,0
401-500,UnitedStates,University of Massachusetts Lowell,null,18.1,79.4,69.6,9.6,0
401-500,Italy,University of Parma,null,30.2,61.5,73.1,17.6,0
401-500,Spain,University of Oviedo,null,35,58.3,60.9,23.6,0
401-500,Italy,University of Pisa,null,38.1,62.1,68.8,10.4,0
401-500,France,University of Picardie Jules Verne,null,21.4,73.1,78,13.1,0
401-500,Canada,University of Saskatchewan,null,31.5,61.2,76.5,15.2,0
401-500,UnitedStates,University of Puerto Rico Medical Sciences Campus,null,18.2,80.6,71.5,12.5,0
401-500,Denmark,University of Southern Denmark,null,26.8,63,87.6,18,0
401-500,Germany,University of Siegen,null,21,68.8,74.6,16.2,0
401-500,UnitedStates,University of Toledo,null,21.7,77.7,57.6,14.2,0
401-500,Iran,University of Tehran,null,50.1,59.6,50.7,5.6,0
401-500,Poland,University of Warsaw,null,43.5,52.8,64.3,19.7,0
401-500,SouthKorea,University of Ulsan,null,28.9,71.2,49.5,13.1,0
401-500,UnitedStates,Utah State University,null,20.4,74.9,65.2,20.1,0
401-500,Poland,University of Wroclaw,null,37.8,52.8,66.6,19.3,0
earth-sciences,2018,,,,,,,
1,UnitedStates,University of Colorado at Boulder,368.6,82.6,73.7,75.6,97.2,100
2,UnitedStates,California Institute of Technology,342.6,87,78.9,77.6,100,61.2
3,UnitedStates,Columbia University,336,72.8,77.8,82.9,82.2,86.6
4,UnitedKingdom,University of Cambridge,332.6,78.8,69,90.1,66.8,100
5,UnitedStates,"University of California, San Diego",307.6,61.6,73.9,75.5,70.4,86.6
6,Switzerland,Swiss Federal Institute of Technology Zurich,278.2,96,74.5,94.1,88.9,0
7,UnitedStates,Massachusetts Institute of Technology (MIT),261.6,65.1,72.7,80.4,72.4,35.4
8,UnitedStates,"University of California, Berkeley",250.6,79,70.9,80.7,84.5,0
9,UnitedStates,Harvard University,246.3,50.3,76.4,80.4,53.5,50
10,Denmark,University of Copenhagen,245.3,61.2,69.9,95.1,45.1,50
11,Netherlands,Utrecht University,243.7,81,75.1,95.4,68.6,0
12,France,University Paris Diderot - Paris 7,240.9,56.6,67.6,88,63.8,35.4
13,UnitedStates,University of Washington,235.3,69.1,79.1,76.5,71.8,0
14,UnitedStates,"University of California, Los Angeles",234.7,65.5,70.5,82.2,82.2,0
15,UnitedKingdom,University of Bristol,232.6,75.8,77.4,91,61.3,0
16,Japan,The University of Tokyo,232,84.6,57.3,72.8,75.5,0
17,UnitedKingdom,University of Oxford,230.8,73.3,74.5,92.1,64.6,0
18,France,Universit? Grenoble Alpes,228.3,79.1,69.3,91.2,61.7,0
19,UnitedStates,The University of Texas at Austin,227.3,83,68.6,74.4,60.8,0
20,UnitedStates,University of Iowa,219.9,37.4,68.4,76.5,48.8,50
21,UnitedStates,"University of Maryland, College Park",219,58.1,77.4,82.1,67,0
22,UnitedKingdom,University of Leeds,218.6,64.9,73.7,90.4,61.9,0
23,Australia,The Australian National University,218.3,71.3,70.9,91.4,57.7,0
24,France,University of Versailles Saint-Quentin-en-Yvelines,216.5,60.6,82.5,93.7,54.7,0
25,China,China University of Geosciences (Wuhan),210.9,91.9,60.8,72.8,43.6,0
26,France,Paul Sabatier University (Toulouse 3),210.1,61.9,71.3,92.6,58.4,0
27,UnitedKingdom,University College London,209.9,64.9,73.7,90.6,53.1,0
28,UnitedStates,Stanford University,209.4,68.7,64.9,74.2,60.9,0
29,UnitedKingdom,Imperial College London,208.8,64.3,69.9,88.8,56.9,0
30,UnitedStates,University of Arizona,207.9,67.3,72.9,79.3,51.8,0
31,UnitedKingdom,University of Southampton,207.7,65.3,67.3,88.7,57.4,0
31,UnitedStates,Johns Hopkins University,207.7,62.9,69.7,71,60.9,0
33,UnitedKingdom,Durham University,205.3,64.2,72.3,89.6,50.9,0
33,China,China University of Geosciences (Beijing),205.3,100,62.6,65.3,29.6,0
35,UnitedStates,"University of Minnesota, Twin Cities",204,57.7,75.5,82.3,54.3,0
36,UnitedStates,Pennsylvania State University - University Park,203.4,60.6,70.5,75.5,57.2,0
37,Switzerland,University of Bern,202.4,64.9,68.8,95.5,49.6,0
38,France,Sorbonne University,201.8,63.3,66.5,92.2,53.6,0
39,UnitedStates,University of Michigan-Ann Arbor,201.3,58.3,67.8,75.7,60.2,0
40,Australia,The University of New South Wales,201.1,61.2,77,83.8,46.2,0
41,Germany,University of Bremen,200.7,62.3,67.6,91.6,52.6,0
42,China,Peking University,199,74.7,64.5,74.4,44.9,0
43,UnitedStates,Princeton University,198.1,46.9,80.3,81,54.7,0
44,France,University of Savoy,198,63.5,66.3,90.6,50.1,0
45,UnitedStates,University of Wisconsin - Madison,197.8,58.9,68.4,77,55,0
46,Canada,University of Alberta,197.7,72.2,61.5,84.8,47,0
47,UnitedStates,"University of California, Irvine",197.6,41.7,93.7,79,46.4,0
48,Norway,University of Oslo,195.7,62.2,71.7,91.4,43.4,0
49,Sweden,Stockholm University,194.2,57.4,75.7,96.1,41.9,0
50,UnitedStates,"University of California, Santa Cruz",193.7,47.4,81.8,81.4,48.2,0
51-75,France,Aix Marseille University,null,64.7,65.6,90,39.3,0
51-75,UnitedStates,Arizona State University,null,52.5,71.9,74.6,45.8,0
51-75,UnitedStates,Brown University,null,44.8,75.3,74.1,51.3,0
51-75,Australia,Curtin University,null,64.2,68.6,92.2,42.3,0
51-75,France,Ecole Normale Superieure - Lyon,null,50.3,69.3,91.1,46.8,0
51-75,UnitedStates,Georgia Institute of Technology,null,41.8,72.7,77.7,49.2,0
51-75,China,Nanjing University,null,70.3,63.6,71.8,40.2,0
51-75,UnitedStates,Oregon State University,null,58.8,66.7,77.5,51.6,0
51-75,UnitedKingdom,The University of Edinburgh,null,59.7,68,88.1,43.6,0
51-75,UnitedKingdom,The University of Reading,null,41.4,76.6,83.5,47.6,0
51-75,Australia,The University of Western Australia,null,69.6,68.4,89.2,36.8,0
51-75,Japan,Tohoku University,null,58.5,57.8,75.2,50.9,0
51-75,UnitedStates,University of Alaska - Fairbanks,null,55.9,67.8,80,41.4,0
51-75,Norway,University of Bergen,null,61,74.9,93.4,39,0
51-75,Canada,University of British Columbia,null,59.4,61.9,85.3,38.8,0
51-75,UnitedStates,"University of California, Davis",null,50.7,71.7,77.7,39,0
51-75,UnitedStates,"University of California, Santa Barbara",null,47.2,74.1,80.2,42.3,0
51-75,UnitedStates,University of Chicago,null,47.1,70.5,79.2,56.1,0
51-75,UnitedStates,University of Hawaii at Manoa,null,46.8,67.6,83,55.4,0
51-75,UnitedStates,University of New Hampshire - Durham,null,42.2,73.9,79.4,52.7,0
51-75,Germany,University of Potsdam,null,54.2,67.1,91.4,38.5,0
51-75,UnitedStates,University of Southern California,null,49.5,66.3,79.8,44.9,0
51-75,Australia,University of Tasmania,null,51.2,70.9,91,39.8,0
51-75,Canada,University of Toronto,null,58,63.8,85.7,41.2,0
51-75,UnitedStates,Yale University,null,46.2,78.7,81.1,50.1,0
76-100,France,Claude Bernard University Lyon 1,null,48.3,64.7,90.5,42.1,0
76-100,UnitedStates,Cornell University,null,43.2,80.5,79,35.2,0
76-100,Japan,Kyoto University,null,64,52,72,44.1,0
76-100,Australia,Macquarie University,null,53.5,66.7,90.8,33.5,0
76-100,Canada,McGill University,null,50.1,66.9,84.9,41.6,0
76-100,Australia,Monash University,null,54.1,64.2,84.5,38.5,0
76-100,Mexico,National Autonomous University of Mexico,null,73.4,47.6,79.2,31.5,0
76-100,China-Taiwan,National Taiwan University,null,58.8,58.3,84.8,34.6,0
76-100,UnitedStates,Purdue University - West Lafayette,null,49.3,66.9,78.2,36,0
76-100,UnitedStates,Texas A&M University,null,53.3,62.9,74.7,38.8,0
76-100,UnitedKingdom,The Open University,null,42.2,67.6,92.3,42.8,0
76-100,UnitedKingdom,The University of Manchester,null,52.5,62.2,85.4,36,0
76-100,Germany,University of Bayreuth,null,44.7,64.9,91,43.4,0
76-100,UnitedKingdom,University of Exeter,null,48.4,73.7,92.2,31.8,0
76-100,Iceland,University of Iceland,null,41.9,73.5,95.8,35.5,0
76-100,Germany,University of Kiel,null,53.6,68.4,85.6,34.9,0
76-100,UnitedKingdom,University of Leicester,null,47.2,69,92.8,33.2,0
76-100,UnitedKingdom,University of Liverpool,null,44.6,67.8,91.3,38.3,0
76-100,France,University of Montpellier,null,60.6,60.8,92.2,35.2,0
76-100,Germany,University of Muenster,null,44.4,66.5,92.7,42.8,0
76-100,Germany,University of Munich,null,51.9,62.2,95.1,35.2,0
76-100,China,University of Science and Technology of China,null,53,61.9,69.5,45.6,0
76-100,Switzerland,University of Zurich,null,43.6,84.2,94.8,21.8,0
76-100,Sweden,Uppsala University,null,57,65.6,95.5,31.2,0
76-100,Netherlands,VU University Amsterdam,null,48.8,69.5,96.3,32.4,0
101-150,Denmark,Aarhus University,null,50.7,65.1,95.7,31.2,0
101-150,UnitedStates,Boston University,null,36.1,69.5,76.2,37.5,0
101-150,UnitedStates,Colorado State University,null,45.8,64,69.5,37.8,0
101-150,Spain,Complutense University of Madrid,null,60.3,58.1,82.7,26.9,0
101-150,Netherlands,Delft University of Technology,null,58.7,60.8,86.6,27.3,0
101-150,France,Ecole Normale Superieure - Paris,null,36,70.5,90.7,37.3,0
101-150,Germany,Free University Berlin,null,48.1,60,86.9,33.5,0
101-150,Germany,Heidelberg University,null,37.8,74.1,91,27.6,0
101-150,Japan,Hokkaido University,null,53.3,55.5,75.2,39.3,0
101-150,UnitedStates,Indiana University Bloomington,null,38.5,72.3,78.2,30.2,0
101-150,Germany,Karlsruhe Institute of Technology (KIT),null,47,61.9,86.1,31.8,0
101-150,Sweden,Lund University,null,50.3,67.1,95.8,27.9,0
101-150,Japan,Nagoya University,null,48,54.2,75.1,44.3,0
101-150,Singapore,Nanyang Technological University,null,41.5,70.1,93.9,29.3,0
101-150,UnitedStates,Rice University,null,38.9,66.9,79.9,40.5,0
101-150,UnitedStates,"Rutgers, The State University of New Jersey - New Brunswick",null,45.4,68.6,77,36.5,0
101-150,Italy,Sapienza University of Rome,null,57.6,59.8,71.8,25.1,0
