World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
101-150,Sweden,Umea University,null,47.9,67.4,83.6,47.4,NA
101-150,Netherlands,University of Amsterdam,null,46.6,74.3,86.3,43.1,NA
101-150,Switzerland,University of Basel,null,50,69.4,84.2,47,NA
101-150,UnitedStates,"University of California, Riverside",null,53.4,63.2,70.9,50.2,NA
101-150,UnitedStates,University of Connecticut,null,46.6,79.1,62.9,40.3,NA
101-150,Germany,University of Frankfurt,null,40.4,75.7,85.2,40,NA
101-150,Germany,University of Freiburg,null,49.3,75.5,83.7,40.7,NA
101-150,Sweden,University of Gothenburg,null,50,77.5,84.7,42.9,NA
101-150,UnitedStates,University of Idaho,null,55.5,66,47.6,48.7,NA
101-150,UnitedKingdom,University of Kent,null,39.8,75.3,86.9,42,NA
101-150,Portugal,University of Lisbon,null,62.3,61.7,81.8,44.4,NA
101-150,UnitedKingdom,University of Liverpool,null,49,64.4,80.7,51.7,NA
101-150,UnitedStates,University of Massachusetts Amherst,null,50.2,65.6,64.2,47,NA
101-150,UnitedStates,University of North Carolina at Chapel Hill,null,48.7,76.5,62.2,47.4,NA
101-150,UnitedStates,University of Oklahoma - Norman,null,45.7,72.2,76,45.6,NA
101-150,France,University of Paris-Sud (Paris 11),null,48.4,66.5,86.8,45.8,NA
101-150,Portugal,University of Porto,null,57.3,60.2,89.4,49.1,NA
101-150,UnitedKingdom,University of Southampton,null,47.9,77.3,81,43.1,NA
101-150,Estonia,University of Tartu,null,48.3,76.5,83.7,40,NA
101-150,Finland,University of Turku,null,55.4,61.2,80.4,45.8,NA
101-150,UnitedStates,University of Vermont,null,41.9,82.8,66.5,35.9,NA
101-150,France,University of Versailles Saint-Quentin-en-Yvelines,null,35.7,100,91,28.1,NA
101-150,Germany,University of Wuerzburg,null,41,78.9,81.7,36.9,NA
101-150,UnitedStates,University of Wyoming,null,55.2,66.5,55.6,52.9,NA
101-150,UnitedStates,Utah State University,null,57.9,64.4,51.2,49.3,NA
101-150,Netherlands,Utrecht University,null,47.4,76.1,87.4,41.8,NA
151-200,France,Aix Marseille University,null,51.9,64.4,80.8,39.1,NA
151-200,UnitedStates,Brown University,null,36.7,75.7,67,42.9,NA
151-200,UnitedKingdom,Durham University,null,34.8,75.5,84,36.9,NA
151-200,France,Ecole Nationale Formation Agronomique,null,35.9,76.7,82.2,40.3,NA
151-200,UnitedStates,Florida International University,null,47.2,68.1,62.8,39.8,NA
151-200,Japan,Hokkaido University,null,56.5,54.4,63.5,40.5,NA
151-200,Germany,Humboldt University of Berlin,null,40.6,80.6,83.1,33.2,NA
151-200,UnitedStates,Iowa State University,null,52.9,64.9,54.4,42.7,NA
151-200,Japan,Kyoto University,null,63.1,46.5,63.1,40.7,NA
151-200,Germany,Leuphana University Luneburg,null,34.2,82.1,88.3,30,NA
151-200,UnitedStates,Louisiana State University - Baton Rouge,null,53.8,59,59.9,43.1,NA
151-200,Singapore,National University of Singapore,null,43.3,69.8,87.2,39.6,NA
151-200,Norway,Norwegian University of Science and Technology - NTNU,null,49.6,62.7,82,43.1,NA
151-200,UnitedKingdom,Queen Mary University of London,null,34.5,73.3,84.8,39.1,NA
151-200,UnitedKingdom,Queen's University Belfast,null,41.7,71.4,79.6,40,NA
151-200,Netherlands,Radboud University Nijmegen,null,42,72.4,81.8,38.1,NA
151-200,UnitedStates,"Rutgers, The State University of New Jersey - New Brunswick",null,40.9,76.9,66.4,38.9,NA
151-200,Italy,Sapienza University of Rome,null,44.2,69,76.1,36.4,NA
151-200,UnitedKingdom,Swansea University,null,33.8,80.4,88,34.1,NA
151-200,Denmark,Technical University of Denmark,null,46.6,68.3,89.1,38.6,NA
151-200,Israel,Tel Aviv University,null,38.5,70.1,82,37.2,NA
151-200,Canada,The University of Calgary,null,42.8,69.2,78.1,39.1,NA
151-200,UnitedStates,The University of New Mexico - Albuquerque,null,49.1,67.2,58.3,44.4,NA
151-200,Ireland,Trinity College Dublin,null,31.2,84.5,89.3,31.2,NA
151-200,Belgium,University of Antwerp,null,46.2,68.3,89.7,40.5,NA
151-200,Germany,University of Bayreuth,null,42.8,76.1,83,33,NA
151-200,Norway,University of Bergen,null,48.7,67.4,85.5,35.9,NA
151-200,Portugal,University of Evora,null,35.5,78.3,87.5,35.6,NA
151-200,Switzerland,University of Fribourg,null,28.1,85.7,91.5,34.3,NA
151-200,Germany,University of Halle-Wittenberg,null,39.9,74.9,82.5,30.3,NA
151-200,UnitedStates,University of Hawaii at Manoa,null,46.2,69.4,68.3,42.9,NA
151-200,Germany,University of Jena,null,38.3,73.5,83.9,34.6,NA
151-200,Finland,University of Jyvaskyla,null,46.6,60.7,79.6,40.3,NA
151-200,UnitedStates,University of Kansas,null,39.4,74.5,63.2,42,NA
151-200,Germany,University of Kiel,null,43.7,70.1,78.7,34.6,NA
151-200,SouthAfrica,University of KwaZulu-Natal,null,54.3,57.1,79.2,39.8,NA
151-200,Germany,University of Leipzig,null,35.2,81.7,85.8,30.6,NA
151-200,UnitedStates,University of Missouri - Columbia,null,53.8,57.1,50.2,41.4,NA
151-200,Germany,University of Munich,null,41.2,70.9,83.7,38.4,NA
151-200,UnitedStates,University of Nebraska - Lincoln,null,51.2,64.9,63,42,NA
151-200,UnitedStates,University of New Hampshire - Durham,null,43.6,73,65.4,38.4,NA
151-200,Finland,University of Oulu,null,43.7,61.7,70.7,41.6,NA
151-200,Germany,University of Potsdam,null,45.8,72.2,85,37.9,NA
151-200,SouthAfrica,University of Pretoria,null,52.9,56.8,82.8,40.9,NA
151-200,Canada,University of Quebec Montreal,null,42.5,69.2,78.1,39.3,NA
151-200,Czech,University of South Bohemia,null,46.9,64.6,76.6,36.7,NA
151-200,UnitedKingdom,University of Stirling,null,40.7,70.1,77.8,38.9,NA
151-200,Norway,University of Tromso,null,49.7,64.2,80,40.9,NA
151-200,UnitedStates,University of Utah,null,39.2,76.7,68.8,36.9,NA
151-200,UnitedStates,Virginia Polytechnic Institute and State University,null,55.1,58.2,56.3,44,NA
201-300,UnitedKingdom,Aberystwyth University,null,27.5,84.6,80.6,24.3,NA
201-300,UnitedStates,Auburn University,null,45.5,58.2,51.7,33,NA
201-300,Spain,Autonomous University of Madrid,null,41.5,65.6,74.2,28.8,NA
201-300,China,Beijing Normal University,null,50.9,65.3,63.2,20.6,NA
201-300,Germany,Bielefeld University,null,35.4,72.2,78.2,29.1,NA
201-300,UnitedStates,California Institute of Technology,null,23,87.3,80.2,23.9,NA
201-300,UnitedKingdom,Cardiff University,null,40.5,64.4,82.8,38.9,NA
201-300,Canada,Carleton University,null,42.8,67.4,70,34.6,NA
201-300,Chile,Catholic University of Chile,null,44.9,53,79.5,32.1,NA
201-300,Australia,Charles Darwin University,null,44,67.4,69.5,33.8,NA
201-300,UnitedStates,College of  William and Mary,null,38.5,69.4,53.6,27.8,NA
201-300,Estonia,Estonian University of Life Sciences,null,28.4,84.6,83.6,23.5,NA
201-300,UnitedStates,Florida State University,null,39.2,68.7,59.6,37.2,NA
201-300,Germany,Free University Berlin,null,39.6,68.1,80.8,35.4,NA
201-300,UnitedStates,Georgia Institute of Technology,null,35.3,71.8,62,34.6,NA
201-300,Poland,Jagiellonian University,null,39.6,63.2,69.8,29.1,NA
201-300,UnitedStates,Kansas State University,null,42.2,69.2,50.5,34.9,NA
201-300,Germany,Karlsruhe Institute of Technology (KIT),null,28.5,84.6,89.6,21.5,NA
201-300,Spain,King Juan Carlos University,null,39.2,65.3,80.9,33.8,NA
201-300,Australia,La Trobe University,null,37.4,65.3,58.5,34.9,NA
201-300,Netherlands,Leiden University,null,37.2,69.2,84.8,36.4,NA
201-300,NewZealand,Lincoln University,null,38.5,69.4,74.4,37.2,NA
201-300,Czech,Masaryk University,null,35.6,67.6,81.9,30,NA
201-300,UnitedStates,Massachusetts Institute of Technology (MIT),null,28.9,81,67.4,33.5,NA
201-300,NewZealand,Massey University,null,41.5,60.2,80.7,38.4,NA
201-300,Canada,McMaster University,null,33.5,69.8,80.1,29.7,NA
201-300,Australia,Murdoch University,null,39.2,64.9,66.6,33,NA
201-300,Colombia,National University of Colombia,null,30,74.9,87.9,23.5,NA
201-300,UnitedKingdom,Newcastle University,null,35.7,73.5,77.9,31.2,NA
201-300,UnitedStates,Purdue University - West Lafayette,null,49.7,59.2,54.6,39.1,NA
201-300,Canada,Queen's University,null,38.9,65.6,74.7,39.8,NA
201-300,Australia,Queensland University of Technology,null,30.3,73.7,75,26.8,NA
201-300,UnitedKingdom,"Royal Holloway, University of London",null,30.7,76.5,78.3,31.5,NA
201-300,UnitedStates,San Diego State University,null,35.1,66.5,62.9,30,NA
201-300,Switzerland,Swiss Federal Institute of Technology Lausanne,null,29.3,70.9,91.7,27.5,NA
201-300,UnitedStates,Syracuse University,null,28.4,79.2,62.9,29.1,NA
201-300,UnitedStates,The George Washington University,null,27,77.1,71.4,29.4,NA
201-300,Israel,The Hebrew University of Jerusalem,null,39.1,67.6,78.2,36.9,NA
201-300,China-HongKong,The University of Hong Kong,null,37.5,69.2,73.2,29.4,NA
201-300,Japan,The University of Tokyo,null,56.2,49.7,62.3,40,NA
201-300,China,Tsinghua University,null,28.8,75.5,80.7,25.7,NA
201-300,UnitedKingdom,UHI Millennium Institute,null,27.8,80.8,88,18.2,NA
201-300,Brazil,UNESP,null,55.4,50.3,63.1,30.3,NA
201-300,Portugal,Universidade dos Acores,null,35.5,60.2,89.5,33.2,NA
201-300,Brazil,Universidade Federal de Goias,null,43.3,60.2,64.3,33,NA
201-300,Belgium,Universit? libre de Bruxelles (ULB),null,38.8,61,88.8,33,NA
201-300,Ireland,University College Dublin,null,33.2,71.4,91.4,31.2,NA
201-300,UnitedKingdom,University of Bath,null,28,72.6,83,27.5,NA
201-300,Germany,University of Bonn,null,37.1,74.1,82.1,28.5,NA
201-300,Brazil,University of Campinas,null,48.3,61.2,62.4,27.5,NA
201-300,Australia,University of Canberra,null,38.4,66.9,69.2,36.2,NA
201-300,NewZealand,University of Canterbury,null,41.4,66.3,80.1,35.4,NA
201-300,Spain,University of Castilla¡VLa Mancha,null,45.2,54.7,72.9,34.3,NA
201-300,Portugal,University of Coimbra,null,42.3,63.4,81.8,28.8,NA
201-300,Finland,University of Eastern Finland,null,37.2,64.9,78.1,26.5,NA
201-300,Switzerland,University of Geneva,null,23.2,78.3,91.2,25.7,NA
201-300,Germany,University of Giessen,null,36.3,70.1,76.9,26.1,NA
201-300,Spain,University of Granada,null,44.2,57.1,77.2,30.3,NA
201-300,Germany,University of Hamburg,null,44.3,66.5,80.8,27.8,NA
201-300,Austria,University of Innsbruck,null,34.4,79.4,86.6,29.7,NA
201-300,UnitedStates,University of Kentucky,null,38.8,61.2,59.5,32.4,NA
201-300,Germany,University of Konstanz,null,37.1,68.3,85.4,35.9,NA
201-300,Belgium,University of Liege,null,42.3,66,90,33.2,NA
201-300,UnitedStates,University of Maine,null,37.2,67.6,65.9,30.6,NA
201-300,UnitedStates,University of Maryland Center for Environmental Science,null,35.4,69.2,64.2,29.7,NA
201-300,UnitedStates,University of Massachusetts Boston,null,26,79.8,63.6,26.8,NA
201-300,UnitedStates,University of Miami,null,44.8,61.2,71.9,35.1,NA
201-300,UnitedStates,University of Missouri-St Louis,null,28.4,80.6,76.5,28.8,NA
201-300,Canada,University of Montreal,null,40.4,67.2,75,38.4,NA
201-300,Austria,"University of Natural Resources and Life Sciences, Vienna",null,38.7,68.1,85.5,27.8,NA
201-300,Switzerland,University of Neuchatel,null,34.4,64.2,85.5,33.8,NA
201-300,UnitedStates,University of Nevada - Reno,null,43.5,61,46.6,36.9,NA
201-300,UnitedStates,University of Notre Dame,null,35.4,74.3,59.3,36.7,NA
201-300,UnitedKingdom,University of Nottingham,null,33.8,68.1,78.9,31.8,NA
201-300,Germany,University of Oldenburg,null,35.3,78.5,81.1,26.5,NA
201-300,Canada,University of Ottawa,null,36,62,67.1,35.4,NA
201-300,Italy,University of Padua,null,39.7,67.9,80,34.3,NA
201-300,UnitedStates,University of Pennsylvania,null,32.2,69.8,74,30.9,NA
201-300,France,University of Rennes 1,null,40.9,69.2,76,33.5,NA
201-300,Canada,University of Saskatchewan,null,44.2,61,74.9,34.3,NA
201-300,Canada,University of Sherbrooke,null,35.3,71.1,74.5,33.2,NA
201-300,UnitedStates,University of South Florida,null,40.1,63.4,53.2,35.1,NA
201-300,UnitedStates,University of Southern California,null,29.9,77.3,65.7,35.9,NA
201-300,UnitedKingdom,University of Sussex,null,36.7,75.9,74.6,32.4,NA
201-300,Australia,"University of Technology, Sydney",null,35.9,62.2,73.2,32.1,NA
201-300,Spain,University of the Balearic Islands,null,36,67.4,85.8,34.3,NA
201-300,SouthAfrica,University of the Witwatersrand,null,38.7,62,80.3,30.6,NA
201-300,Germany,University of Tuebingen,null,36,74.5,83.8,28.5,NA
201-300,Netherlands,University of Twente,null,28.6,86.1,86.1,19.7,NA
201-300,Germany,University of Ulm,null,30.5,71.6,86,25,NA
201-300,Austria,University of Veterinary Medicine Vienna,null,31,66.7,86.5,29.7,NA
201-300,Canada,University of Victoria,null,42.8,61,75.8,35.4,NA
201-300,UnitedStates,University of Virginia,null,42.8,62.2,56.9,39.3,NA
201-300,Canada,University of Windsor,null,33.3,68.7,74.9,30.6,NA
201-300,UnitedStates,University of Wisconsin-Milwaukee,null,30.3,82.5,69.8,32.4,NA
201-300,Australia,University of Wollongong,null,36,65.8,61.2,30,NA
201-300,NewZealand,Victoria University of Wellington,null,38.8,57.4,82.9,32.1,NA
201-300,UnitedStates,Wake Forest University,null,24.3,87.3,82.4,26.5,NA
201-300,UnitedStates,Washington State University,null,44,61.2,58.4,37.2,NA
201-300,UnitedStates,Washington University in St. Louis,null,33.8,73.3,67.1,35.6,NA
oceanography,2017,,,,,,,
atmospheric-science,2017,,,,,,,
mechanical-engineering,2017,,,,,,,
1,UnitedKingdom,University of Cambridge,297.6,54.4,64.6,65.6,100,65.5
2,UnitedStates,"University of California, San Diego",265.6,29.8,63.3,73,57.9,100
3,UnitedStates,Stanford University,265.1,39.2,68.2,59.2,70.2,75.6
4,UnitedStates,Massachusetts Institute of Technology (MIT),260.3,49.4,66.7,69.3,76.9,53.5
5,UnitedStates,Northwestern University,247.5,34.5,66.5,80.4,37.9,92.6
6,UnitedStates,California Institute of Technology,245.5,24.8,65.4,62.9,58.1,84.5
7,UnitedStates,Harvard University,236.4,20.3,77.2,72.6,31.8,92.6
8,China,Tsinghua University,234.6,87.8,58.2,52.1,78.2,0
9,China,Xian Jiao Tong University,234.3,92.4,59.1,45.1,73.7,0
10,UnitedStates,Texas A&M University,231,55.8,58.5,58.7,58.6,46.3
11,UnitedStates,University of Michigan-Ann Arbor,230,63.5,59.1,65.7,67.6,26.7
12,China,Shanghai Jiao Tong University,228.6,100,56.4,48.1,62.6,0
13,UnitedStates,"University of Minnesota, Twin Cities",228.2,41.4,60.3,56.8,49.8,65.5
14,UnitedStates,"University of California, Berkeley",219,43.4,60.8,69.2,54.6,46.3
15,UnitedKingdom,"The Imperial College of Science, Technology and Medicine",213.5,51.8,63.8,67.9,84.3,0
16,SouthKorea,Korea Advanced Institute of Science and Technology,209.2,55.3,57,45.7,41.5,46.3
17,UnitedStates,The University of Texas at Austin,209.1,39,58.8,55.4,40.4,59.8
18,UnitedStates,University of Illinois at Urbana-Champaign,205.9,51.7,61.4,63.9,53.3,26.7
19,UnitedStates,Purdue University - West Lafayette,205.5,65.9,61.7,56,66.7,0
20,UnitedStates,Princeton University,203.1,30.9,84.4,75,72.8,0
21,China,Huazhong University of Science and Technology,199,67.5,65.9,46.8,56.2,0
22,China,University of Science and Technology of China,198.8,47.4,71,59.5,68.6,0
23,UnitedStates,Georgia Institute of Technology,194.8,67.5,56.4,61,58.6,0
24,UnitedStates,Rensselaer Polytechnic Institute,190.9,29.5,69,57.7,43.1,37.8
25,UnitedStates,"University of Maryland, College Park",186.5,45.3,57.9,62.3,44.1,26.7
26,China,Harbin Institute of Technology,185.3,80.9,56.1,47.9,38.6,0
27,UnitedStates,Cornell University,183.2,28.4,56.1,48.6,51.2,37.8
28,Netherlands,Delft University of Technology,182.7,54.1,65.7,73.8,48.1,0
29,Singapore,Nanyang Technological University,182.5,58.2,64.4,79,44.1,0
30,China,Beihang University,181.2,74.7,54.9,47.2,42.1,0
31,Sweden,KTH Royal Institute of Technology,180,49.5,60.3,70.3,56.2,0
32,Italy,Polytechnic Institute of Milan,179.8,56.9,66.5,60.4,44.4,0
32,Switzerland,Swiss Federal Institute of Technology Zurich,179.8,49.5,62.2,69.4,54.1,0
34,UnitedStates,University of Colorado at Boulder,178.9,27.7,64.4,65.5,36,37.8
35,China,Zhejiang University,178.6,69.5,53.6,50.3,45.3,0
36,UnitedStates,Carnegie Mellon University,178.4,32.1,62.8,58.6,25.5,46.3
37,Romania,Babe?-Bolyai University,177.1,24.7,94.7,99.1,37.9,0
37,Ireland,"National University of Ireland, Galway",177.1,21.5,100,92.2,37.2,0
39,UnitedStates,University of Florida,176.7,35.8,60.5,51.1,32.3,37.8
40,China,Dalian University of Technology,176.5,70.8,56.1,45.7,40.4,0
41,Germany,University of Stuttgart,176.1,40,54.6,73.3,40.1,26.7
42,France,Pierre and Marie  Curie University - Paris 6,173.9,32.9,55.5,66.7,72.2,0
43,Australia,Monash University,173.5,42.1,64.6,79.1,50.9,0
44,Singapore,National University of Singapore,173.3,54.9,64.4,77.1,38.6,0
45,Australia,The University of New South Wales,171.2,44.4,68.7,79.9,42.1,0
46,China,Tianjin University,171,65.8,56.1,54.3,38.3,0
47,China-HongKong,The Hong Kong Polytechnic University,170.2,60.5,66.7,55.8,31.8,0
48,Germany,RWTH Aachen University,169.9,42.7,68,69.3,45.3,0
48,Denmark,Technical University of Denmark,169.9,52.3,65.2,70.7,38.3,0
50,Sweden,Lund University,168.1,36.2,65.9,75.3,50.9,0
51-75,UnitedStates,Arizona State University,null,30.5,66.7,64.6,28.6,26.7
51-75,France,CentraleSupelec,null,33.1,67.5,70.6,48.4,0
51-75,China,Chongqing University,null,58.7,58.2,53.4,31.8,0
51-75,UnitedStates,Columbia University,null,25,58.5,63.2,15.9,53.5
51-75,Netherlands,Eindhoven University of Technology,null,37.1,62.5,67,51.5,0
51-75,India,Indian Institute of Technology Madras,null,49.7,50.3,46.8,48.9,0
51-75,Iran,Islamic Azad University,null,72,60.8,48.1,21.2,0
51-75,Germany,Karlsruhe Institute of Technology (KIT),null,40.4,57.9,60.9,48.1,0
51-75,SaudiArabia,King Abdulaziz University,null,34.1,81.9,97.9,24.3,0
51-75,SaudiArabia,King Abdullah University of Science and Technology,null,25.6,72.6,95.5,48.9,0
51-75,Canada,McGill University,null,43.8,62.8,73.7,45,0
51-75,China,Peking University,null,34,68.2,63.6,44.1,0
51-75,UnitedStates,Pennsylvania State University - University Park,null,51.9,56.7,58.8,46,0
51-75,Switzerland,Swiss Federal Institute of Technology Lausanne,null,40.5,66.7,66.2,37.5,0
51-75,Germany,Technical University Darmstadt,null,35.8,65.7,64.4,43.8,0
51-75,NewZealand,The University of Auckland,null,33.7,75.6,89,32.3,0
51-75,UnitedStates,"University of California, Riverside",null,20.3,99.7,78.9,26,0
51-75,UnitedStates,University of Chicago,null,30,74.7,59.2,46.6,0
51-75,UnitedStates,University of Connecticut,null,33.1,72.4,65.7,43.8,0
51-75,France,University of Lorraine,null,37.4,66.2,69.9,42.8,0
51-75,UnitedStates,University of North Texas,null,18.7,54.9,64.5,19.1,53.5
51-75,UnitedKingdom,University of Oxford,null,33.2,64.6,68.2,52.3,0
51-75,UnitedKingdom,University of Southampton,null,42.9,61.7,77,43.4,0
51-75,Australia,University of Sydney,null,33.8,61.7,82,47.8,0
51-75,Canada,University of Toronto,null,40.6,63,68.9,44.4,0
76-100,France,Aix Marseille University,null,32.4,54.6,69.9,56.2,0
76-100,China-HongKong,City University of Hong Kong,null,42.8,73.6,53.3,24.9,0
76-100,France,Ecole Polytechnique,null,19.9,71,67.1,51.5,0
76-100,France,INSA Lyon,null,49.3,59.7,68.3,30,0
76-100,Belgium,KU Leuven,null,44.9,77,76.2,20.6,0
76-100,UnitedStates,Lehigh University,null,24.9,68.5,60,21.2,26.7
76-100,China,Nanjing University of Aeronautics and Astronautics,null,63.5,51.4,37.7,31.4,0
76-100,China-Taiwan,National Cheng Kung University,null,55.7,50.7,33.2,43.4,0
76-100,France,National Polytechnic Institute of Toulouse,null,28.4,62.5,61.9,48.4,0
76-100,UnitedStates,North Carolina State University - Raleigh,null,37.1,61.4,64.5,41.1,0
76-100,China,Northwestern Polytechnical University,null,61.2,57,52.6,26,0
